grupo,idioma,numero,linea,pregunta_visible,pregunta_schema,respuesta_visible,respuesta_schema,pregunta_coincide,respuesta_coincide
HOME,ca,7,1120,Quines són les millors zones per fer servir patins en línia o scooter a prop de la botiga?,Quines són les millors zones per fer servir patins en línia o scooter a prop de la botiga?,"Vila Olímpica del Poblenou, Port Olímpic i la Barceloneta ofereixen algunes de les millors rutes planes a prop de la nostra botiga.","Vila Olímpica del Poblenou, Port Olímpic i la Barceloneta ofereixen algunes de les millors rutes planes a prop de la nostra botiga.",SÍ,SÍ
HOME,ca,8,1129,És possible retornar el scooter fora de l’horari de la botiga?,És possible retornar el scooter fora de l’horari de la botiga?,Sí. Oferim devolucions de scooter fora d’horari. Contacta amb nosaltres amb antelació.,Sí. Oferim devolucions de scooter fora d’horari. Contacta amb nosaltres amb antelació.,SÍ,SÍ
HOME,ca,9,1137,Quins mètodes de pagament accepteu?,Quins mètodes de pagament accepteu?,Acceptem pagament amb targeta. PayPal també està disponible per a pagaments en línia.,Acceptem pagament amb targeta. PayPal també està disponible per a pagaments en línia.,SÍ,SÍ
HOME,sv,1,1075,Var ligger RSB Rental Scooter Barcelona?,Var ligger RSB Rental Scooter Barcelona?,"Vi finns i Vila Olímpica del Poblenou, på Carrer de Salvador Espriu, 63, 08005 Barcelona, nära Port Olímpic och Barceloneta-stranden.","Vi finns i Vila Olímpica del Poblenou, på Carrer de Salvador Espriu, 63, 08005 Barcelona, nära Port Olímpic och Barceloneta-stranden.",SÍ,SÍ
HOME,sv,2,1084,Erbjuder ni gratis scooterleverans till hotellet?,Erbjuder ni gratis scooterleverans till hotellet?,Ja. Gratis scooterleverans till hotellet ingår vid hyror på 3 dagar eller mer i Barcelona. Kontakta oss för att bekräfta tillgänglighet.,Ja. Gratis scooterleverans till hotellet ingår vid hyror på 3 dagar eller mer i Barcelona. Kontakta oss för att bekräfta tillgänglighet.,SÍ,SÍ
HOME,sv,3,1093,Kan jag lämna bagage eller mina saker i butiken under hyrtiden?,Kan jag lämna bagage eller mina saker i butiken under hyrtiden?,"Ja. Vi har gratis bagageförvaring för väskor, skor, jackor och ryggsäckar i vår övervakade butik.","Ja. Vi har gratis bagageförvaring för väskor, skor, jackor och ryggsäckar i vår övervakade butik.",SÍ,SÍ
HOME,sv,4,1102,"Behöver inlines, cyklar, rullskridskor, skateboards och longboards en deposition?","Behöver inlines, cyklar, rullskridskor, skateboards och longboards en deposition?",Nej. Dessa hyror kräver ingen deposition. Du behöver bara en giltig legitimation.,Nej. Dessa hyror kräver ingen deposition. Du behöver bara en giltig legitimation.,SÍ,SÍ
HOME,sv,5,1111,Behöver jag körkort för att hyra scooter i Barcelona?,Behöver jag körkort för att hyra scooter i Barcelona?,Ja. Du behöver ett giltigt körkort. För 125cc-scootrar krävs B-körkort sedan minst 3 år eller motsvarande motorcykelkörkort.,Ja. Du behöver ett giltigt körkort. För 125cc-scootrar krävs B-körkort sedan minst 3 år eller motsvarande motorcykelkörkort.,SÍ,SÍ
HOME,sv,6,1120,Ingår hjälmar och skydd i priset?,Ingår hjälmar och skydd i priset?,"Ja. Scooteruthyrningen inkluderar två hjälmar. Cykeluthyrningen inkluderar en barnhjälm. Uthyrning av inlines, rullskridskor, skateboard och longboard inkluderar barnhjälm, handledsskydd, knäskydd och armbågsskydd.","Ja. Scooteruthyrningen inkluderar två hjälmar. Cykeluthyrningen inkluderar en barnhjälm. Uthyrning av inlines, rullskridskor, skateboard och longboard inkluderar barnhjälm, handledsskydd, knäskydd och armbågsskydd.",SÍ,SÍ
HOME,sv,7,1129,Vilka är de bästa områdena för att använda inlines eller scooter nära butiken?,Vilka är de bästa områdena för att använda inlines eller scooter nära butiken?,"Vila Olímpica del Poblenou, Port Olímpic och Barceloneta erbjuder några av de bästa platta rutterna nära vår butik.","Vila Olímpica del Poblenou, Port Olímpic och Barceloneta erbjuder några av de bästa platta rutterna nära vår butik.",SÍ,SÍ
HOME,sv,8,1139,Kan jag lämna tillbaka scootern utanför butikens öppettider?,Kan jag lämna tillbaka scootern utanför butikens öppettider?,Ja. Vi erbjuder återlämning av scooter utanför öppettiderna. Kontakta oss i förväg.,Ja. Vi erbjuder återlämning av scooter utanför öppettiderna. Kontakta oss i förväg.,SÍ,SÍ
HOME,sv,9,1147,Vilka betalningsmetoder accepterar ni?,Vilka betalningsmetoder accepterar ni?,Vi accepterar kortbetalning. PayPal finns också för onlinebetalningar.,Vi accepterar kortbetalning. PayPal finns också för onlinebetalningar.,SÍ,SÍ
HOME,pl,1,1063,Gdzie znajduje się RSB Rental Scooter Barcelona?,Gdzie znajduje się RSB Rental Scooter Barcelona?,"Jesteśmy w Vila Olímpica, przy Carrer de Salvador Espriu, 63, 08005 Barcelona, naprzeciwko plaży i obok Port Olímpic.","Jesteśmy w Vila Olímpica, przy Carrer de Salvador Espriu, 63, 08005 Barcelona, naprzeciwko plaży i obok Port Olímpic.",SÍ,SÍ
HOME,pl,2,1072,Czy oferujecie darmową dostawę skutera do hotelu?,Czy oferujecie darmową dostawę skutera do hotelu?,"Tak. DARMOWA dostawa skutera do hotelu jest wliczona przy wynajmie na 3+ dni w Barcelonie. Skontaktuj się z nami, aby potwierdzić dostępność.","Tak. DARMOWA dostawa skutera do hotelu jest wliczona przy wynajmie na 3+ dni w Barcelonie. Skontaktuj się z nami, aby potwierdzić dostępność.",SÍ,SÍ
HOME,pl,3,1081,Czy mogę zostawić bagaż lub rzeczy osobiste w wypożyczalni podczas wynajmu?,Czy mogę zostawić bagaż lub rzeczy osobiste w wypożyczalni podczas wynajmu?,"Tak. Darmowe przechowanie bagażu, butów, kurtek i plecaków jest dostępne w naszej nadzorowanej wypożyczalni.","Tak. Darmowe przechowanie bagażu, butów, kurtek i plecaków jest dostępne w naszej nadzorowanej wypożyczalni.",SÍ,SÍ
HOME,pl,4,1090,"Czy rolki, rowery, wrotki, deskorolki i longboardy wymagają kaucji?","Czy rolki, rowery, wrotki, deskorolki i longboardy wymagają kaucji?",Nie. Wynajem tego sprzętu nie wymaga kaucji. Potrzebujesz tylko ważnego dokumentu tożsamości.,Nie. Wynajem tego sprzętu nie wymaga kaucji. Potrzebujesz tylko ważnego dokumentu tożsamości.,SÍ,SÍ
HOME,pl,5,1099,"Czy potrzebuję prawa jazdy, aby wynająć skuter w Barcelonie?","Czy potrzebuję prawa jazdy, aby wynająć skuter w Barcelonie?",Tak. Wymagane jest ważne prawo jazdy. Na skutery 125cc potrzebujesz prawa jazdy kategorii B posiadanego od co najmniej 3 lat albo odpowiedniego prawa jazdy motocyklowego.,Tak. Wymagane jest ważne prawo jazdy. Na skutery 125cc potrzebujesz prawa jazdy kategorii B posiadanego od co najmniej 3 lat albo odpowiedniego prawa jazdy motocyklowego.,SÍ,SÍ
HOME,pl,6,1108,Czy kaski i ochraniacze są wliczone w cenę?,Czy kaski i ochraniacze są wliczone w cenę?,"Tak. Wynajem skutera obejmuje dwa kaski. Wynajem roweru obejmuje kask dziecięcy. Wynajem rolek, wrotek, deskorolki i longboardu obejmuje kask dziecięcy, ochraniacze nadgarstków, nakolanniki i nałokietniki.","Tak. Wynajem skutera obejmuje dwa kaski. Wynajem roweru obejmuje kask dziecięcy. Wynajem rolek, wrotek, deskorolki i longboardu obejmuje kask dziecięcy, ochraniacze nadgarstków, nakolanniki i nałokietniki.",SÍ,SÍ
HOME,pl,7,1117,Gdzie najlepiej jeździć na rolkach lub skuterze blisko wypożyczalni?,Gdzie najlepiej jeździć na rolkach lub skuterze blisko wypożyczalni?,"Vila Olímpica, Port Olímpic i plaża Barceloneta oferują jedne z najlepszych płaskich tras blisko naszej wypożyczalni.","Vila Olímpica, Port Olímpic i plaża Barceloneta oferują jedne z najlepszych płaskich tras blisko naszej wypożyczalni.",SÍ,SÍ
HOME,pl,8,1127,Czy mogę zwrócić skuter poza godzinami otwarcia wypożyczalni?,Czy mogę zwrócić skuter poza godzinami otwarcia wypożyczalni?,Tak. Oferujemy zwrot skutera poza godzinami otwarcia. Skontaktuj się z nami wcześniej.,Tak. Oferujemy zwrot skutera poza godzinami otwarcia. Skontaktuj się z nami wcześniej.,SÍ,SÍ
HOME,pl,9,1135,Jakie metody płatności akceptujecie?,Jakie metody płatności akceptujecie?,Akceptujemy płatności kartą. PayPal jest również dostępny dla płatności online.,Akceptujemy płatności kartą. PayPal jest również dostępny dla płatności online.,SÍ,SÍ
PRICES,en,1,1505,Can I book directly via WhatsApp?,Can I book directly via WhatsApp?,"Yes. You can contact RSB Rental Scooter Barcelona via WhatsApp to confirm availability, prices and booking details before visiting the shop.","Yes. You can contact RSB Rental Scooter Barcelona via WhatsApp to confirm availability, prices and booking details before visiting the shop.",SÍ,SÍ
PRICES,en,2,1515,Where is RSB Rental Scooter Barcelona located?,Where is RSB Rental Scooter Barcelona located?,"Our rental shop is in Vila Olímpica del Poblenou, one of the best areas to start your route in Barcelona.","Our rental shop is in Vila Olímpica del Poblenou, one of the best areas to start your route in Barcelona.",SÍ,SÍ
PRICES,en,3,1525,Do rentals include helmets and accessories?,Do rentals include helmets and accessories?,"Scooter rentals include helmets. Bike rentals include a children's helmet and lock. Inline skate, roller skate, skateboard and longboard rentals include a children's helmet, wrist guards, knee pads and elbow pads.","Scooter rentals include helmets. Bike rentals include a children's helmet and lock. Inline skate, roller skate, skateboard and longboard rentals include a children's helmet, wrist guards, knee pads and elbow pads.",SÍ,SÍ
PRICES,en,4,1535,Do tourists need a licence to rent?,Do tourists need a licence to rent?,"A valid driving licence is required for 125cc scooters. Bikes, inline skates, roller skates, skateboards and longboards can be rented without a driving licence.","A valid driving licence is required for 125cc scooters. Bikes, inline skates, roller skates, skateboards and longboards can be rented without a driving licence.",SÍ,SÍ
PRICES,en,5,1545,Booking & deposits,Booking & deposits,"For most items you can come directly to the shop, but during weekends and high season a reservation is recommended, especially for groups. ID or passport is required for all rentals. A refundable security deposit applies only to motor scooter rentals; inline skates, bikes, roller skates, skateboards and longboards do not require a deposit.","For most items you can come directly to the shop, but during weekends and high season a reservation is recommended, especially for groups. ID or passport is required for all rentals. A refundable security deposit applies only to motor scooter rentals; inline skates, bikes, roller skates, skateboards and longboards do not require a deposit.",SÍ,SÍ
PRICES,en,6,1555,What payment methods do you accept?,What payment methods do you accept?,We accept card payments. PayPal is also available for online payments.,We accept card payments. PayPal is also available for online payments.,SÍ,SÍ
PRICES,es,1,1500,¿Puedo reservar directamente por WhatsApp?,¿Puedo reservar directamente por WhatsApp?,"Sí. Puedes contactar con RSB Rental Scooter Barcelona por WhatsApp para confirmar disponibilidad, precios y detalles de la reserva antes de venir a la tienda.","Sí. Puedes contactar con RSB Rental Scooter Barcelona por WhatsApp para confirmar disponibilidad, precios y detalles de la reserva antes de venir a la tienda.",SÍ,SÍ
PRICES,es,2,1510,¿Dónde está RSB Rental Scooter Barcelona?,¿Dónde está RSB Rental Scooter Barcelona?,"Nuestra tienda de alquiler está en Vila Olímpica del Poblenou, una de las mejores zonas para empezar tu ruta en Barcelona.","Nuestra tienda de alquiler está en Vila Olímpica del Poblenou, una de las mejores zonas para empezar tu ruta en Barcelona.",SÍ,SÍ
PRICES,es,3,1520,¿Los alquileres incluyen cascos y accesorios?,¿Los alquileres incluyen cascos y accesorios?,"Los scooters incluyen sus cascos; las bicicletas incluyen casco infantil y candado; y los patines en línea, los patines de cuatro ruedas, los skateboards y los longboards incluyen casco infantil y protecciones de muñecas, rodillas y codos.","Los scooters incluyen sus cascos; las bicicletas incluyen casco infantil y candado; y los patines en línea, los patines de cuatro ruedas, los skateboards y los longboards incluyen casco infantil y protecciones de muñecas, rodillas y codos.",SÍ,SÍ
PRICES,es,4,1530,¿Los turistas necesitan permiso para alquilar?,¿Los turistas necesitan permiso para alquilar?,"Para los scooters de 125 cc se requiere un permiso de conducir válido. Las bicicletas, los patines en línea, los patines de cuatro ruedas, los skateboards y los longboards se pueden alquilar sin permiso de conducir.","Para los scooters de 125 cc se requiere un permiso de conducir válido. Las bicicletas, los patines en línea, los patines de cuatro ruedas, los skateboards y los longboards se pueden alquilar sin permiso de conducir.",SÍ,SÍ
PRICES,es,5,1540,Reserva y depósitos,Reserva y depósitos,"Para la mayoría de los artículos puedes venir directamente a la tienda, pero los fines de semana y en temporada alta se recomienda reservar, especialmente para grupos. Se requiere DNI o pasaporte para todos los alquileres. El depósito reembolsable se aplica únicamente al alquiler de scooters; patines en línea, bicicletas, patines de cuatro ruedas, skateboards y longboards no requieren depósito.","Para la mayoría de los artículos puedes venir directamente a la tienda, pero los fines de semana y en temporada alta se recomienda reservar, especialmente para grupos. Se requiere DNI o pasaporte para todos los alquileres. El depósito reembolsable se aplica únicamente al alquiler de scooters; patines en línea, bicicletas, patines de cuatro ruedas, skateboards y longboards no requieren depósito.",SÍ,SÍ
PRICES,es,6,1550,¿Qué métodos de pago aceptáis?,¿Qué métodos de pago aceptáis?,Aceptamos pagos con tarjeta. PayPal también está disponible para pagos online.,Aceptamos pagos con tarjeta. PayPal también está disponible para pagos online.,SÍ,SÍ
PRICES,fr,1,1485,Puis-je réserver directement via WhatsApp ?,Puis-je réserver directement via WhatsApp ?,"Oui. Vous pouvez contacter RSB Rental Scooter Barcelona via WhatsApp pour confirmer la disponibilité, les prix et les détails de réservation avant de venir à la boutique.","Oui. Vous pouvez contacter RSB Rental Scooter Barcelona via WhatsApp pour confirmer la disponibilité, les prix et les détails de réservation avant de venir à la boutique.",SÍ,SÍ
PRICES,fr,2,1495,Où se trouve RSB Rental Scooter Barcelona ?,Où se trouve RSB Rental Scooter Barcelona ?,"Notre boutique de location se trouve à Vila Olímpica del Poblenou, l’un des meilleurs quartiers pour commencer votre itinéraire à Barcelone.","Notre boutique de location se trouve à Vila Olímpica del Poblenou, l’un des meilleurs quartiers pour commencer votre itinéraire à Barcelone.",SÍ,SÍ
PRICES,fr,3,1505,Les locations incluent-elles casques et accessoires ?,Les locations incluent-elles casques et accessoires ?,"Chaque location de scooter inclut ses casques. Chaque location de vélo inclut un casque pour enfant et un antivol. Les locations de patins et de planches incluent un casque pour enfant, des protège-poignets, des genouillères et des coudières.","Chaque location de scooter inclut ses casques. Chaque location de vélo inclut un casque pour enfant et un antivol. Les locations de patins et de planches incluent un casque pour enfant, des protège-poignets, des genouillères et des coudières.",SÍ,SÍ
PRICES,fr,4,1515,Les touristes ont-ils besoin d’un permis pour louer ?,Les touristes ont-ils besoin d’un permis pour louer ?,"Un permis de conduire valide est requis pour les scooters 125 cc. Les vélos, rollers en ligne, patins à roulettes, skateboards et longboards peuvent être loués sans permis de conduire.","Un permis de conduire valide est requis pour les scooters 125 cc. Les vélos, rollers en ligne, patins à roulettes, skateboards et longboards peuvent être loués sans permis de conduire.",SÍ,SÍ
PRICES,fr,5,1525,Réservations et dépôts,Réservations et dépôts,"Pour la plupart des articles, vous pouvez venir directement à la boutique, mais le week-end et en haute saison une réservation est recommandée, surtout pour les groupes. Une pièce d’identité ou un passeport est requis pour toutes les locations. Un dépôt remboursable s’applique uniquement à la location de scooters ; les rollers en ligne, vélos, patins à roulettes, skateboards et longboards ne nécessitent aucun dépôt.","Pour la plupart des articles, vous pouvez venir directement à la boutique, mais le week-end et en haute saison une réservation est recommandée, surtout pour les groupes. Une pièce d’identité ou un passeport est requis pour toutes les locations. Un dépôt remboursable s’applique uniquement à la location de scooters ; les rollers en ligne, vélos, patins à roulettes, skateboards et longboards ne nécessitent aucun dépôt.",SÍ,SÍ
PRICES,fr,6,1535,Quels moyens de paiement acceptez-vous ?,Quels moyens de paiement acceptez-vous ?,Nous acceptons les paiements par carte. PayPal est également disponible pour les paiements en ligne.,Nous acceptons les paiements par carte. PayPal est également disponible pour les paiements en ligne.,SÍ,SÍ
PRICES,it,1,1490,Posso prenotare direttamente via WhatsApp?,Posso prenotare direttamente via WhatsApp?,"Sì. Puoi contattare RSB Rental Scooter Barcelona via WhatsApp per confermare disponibilità, prezzi e dettagli della prenotazione prima di venire in negozio.","Sì. Puoi contattare RSB Rental Scooter Barcelona via WhatsApp per confermare disponibilità, prezzi e dettagli della prenotazione prima di venire in negozio.",SÍ,SÍ
PRICES,it,2,1500,Dove si trova RSB Rental Scooter Barcelona?,Dove si trova RSB Rental Scooter Barcelona?,"Il nostro negozio di noleggio si trova a Vila Olímpica del Poblenou, una delle zone migliori da cui iniziare il tuo percorso a Barcellona.","Il nostro negozio di noleggio si trova a Vila Olímpica del Poblenou, una delle zone migliori da cui iniziare il tuo percorso a Barcellona.",SÍ,SÍ
PRICES,it,3,1510,I noleggi includono caschi e accessori?,I noleggi includono caschi e accessori?,"Il noleggio scooter include i caschi; il noleggio biciclette include casco per bambini e lucchetto; il noleggio di pattini e tavole include casco per bambini e protezioni per polsi, ginocchia e gomiti.","Il noleggio scooter include i caschi; il noleggio biciclette include casco per bambini e lucchetto; il noleggio di pattini e tavole include casco per bambini e protezioni per polsi, ginocchia e gomiti.",SÍ,SÍ
PRICES,it,4,1520,I turisti hanno bisogno di una patente per noleggiare?,I turisti hanno bisogno di una patente per noleggiare?,"Per gli scooter 125cc è richiesta una patente di guida valida. Biciclette, pattini in linea, pattini a rotelle, skateboard e longboard possono essere noleggiati senza patente di guida.","Per gli scooter 125cc è richiesta una patente di guida valida. Biciclette, pattini in linea, pattini a rotelle, skateboard e longboard possono essere noleggiati senza patente di guida.",SÍ,SÍ
PRICES,it,5,1530,Prenotazioni e depositi,Prenotazioni e depositi,"Per la maggior parte degli articoli puoi venire direttamente in negozio, ma nei fine settimana e in alta stagione è consigliata la prenotazione, soprattutto per i gruppi. Per tutti i noleggi è richiesto un documento o passaporto. Un deposito rimborsabile si applica esclusivamente al noleggio di scooter; pattini in linea, biciclette, pattini a rotelle, skateboard e longboard non richiedono alcun deposito.","Per la maggior parte degli articoli puoi venire direttamente in negozio, ma nei fine settimana e in alta stagione è consigliata la prenotazione, soprattutto per i gruppi. Per tutti i noleggi è richiesto un documento o passaporto. Un deposito rimborsabile si applica esclusivamente al noleggio di scooter; pattini in linea, biciclette, pattini a rotelle, skateboard e longboard non richiedono alcun deposito.",SÍ,SÍ
PRICES,it,6,1540,Quali metodi di pagamento accettate?,Quali metodi di pagamento accettate?,Accettiamo pagamenti con carta. PayPal è disponibile anche per i pagamenti online.,Accettiamo pagamenti con carta. PayPal è disponibile anche per i pagamenti online.,SÍ,SÍ
PRICES,de,1,1483,Kann ich direkt per WhatsApp buchen?,Kann ich direkt per WhatsApp buchen?,"Ja. Du kannst RSB Rental Scooter Barcelona per WhatsApp kontaktieren, um Verfügbarkeit, Preise und Buchungsdetails zu bestätigen, bevor du in den Shop kommst.","Ja. Du kannst RSB Rental Scooter Barcelona per WhatsApp kontaktieren, um Verfügbarkeit, Preise und Buchungsdetails zu bestätigen, bevor du in den Shop kommst.",SÍ,SÍ
PRICES,de,2,1495,Wo befindet sich RSB Rental Scooter Barcelona?,Wo befindet sich RSB Rental Scooter Barcelona?,"Unser Verleihshop befindet sich in Vila Olímpica del Poblenou, einer der besten Gegenden, um deine Route in Barcelona zu starten.","Unser Verleihshop befindet sich in Vila Olímpica del Poblenou, einer der besten Gegenden, um deine Route in Barcelona zu starten.",SÍ,SÍ
PRICES,de,3,1507,Sind Helme und Zubehör inbegriffen?,Sind Helme und Zubehör inbegriffen?,"Bei der Scootermiete sind die zugehörigen Helme inklusive. Bei der Fahrradmiete sind Kinderhelm und Fahrradschloss inklusive. Bei der Miete von Inlineskates, Rollschuhen, Skateboards und Longboards sind Kinderhelm sowie Handgelenk-, Knie- und Ellbogenschoner inklusive.","Bei der Scootermiete sind die zugehörigen Helme inklusive. Bei der Fahrradmiete sind Kinderhelm und Fahrradschloss inklusive. Bei der Miete von Inlineskates, Rollschuhen, Skateboards und Longboards sind Kinderhelm sowie Handgelenk-, Knie- und Ellbogenschoner inklusive.",SÍ,SÍ
PRICES,de,4,1519,Brauchen Touristen einen Führerschein zum Mieten?,Brauchen Touristen einen Führerschein zum Mieten?,"Für 125cc-Scooter ist ein gültiger Führerschein erforderlich. Fahrräder, Inlineskates, Rollschuhe, Skateboards und Longboards können ohne Führerschein gemietet werden.","Für 125cc-Scooter ist ein gültiger Führerschein erforderlich. Fahrräder, Inlineskates, Rollschuhe, Skateboards und Longboards können ohne Führerschein gemietet werden.",SÍ,SÍ
PRICES,de,5,1531,Buchung und Kautionen,Buchung und Kautionen,"Für die meisten Artikel kannst du direkt in den Shop kommen, aber an Wochenenden und in der Hochsaison ist eine Reservierung besonders für Gruppen empfehlenswert. Für alle Mieten ist ein Ausweis oder Reisepass erforderlich. Eine rückzahlbare Kaution gilt ausschließlich für die Motorrollervermietung; Inlineskates, Fahrräder, Rollschuhe, Skateboards und Longboards erfordern keine Kaution.","Für die meisten Artikel kannst du direkt in den Shop kommen, aber an Wochenenden und in der Hochsaison ist eine Reservierung besonders für Gruppen empfehlenswert. Für alle Mieten ist ein Ausweis oder Reisepass erforderlich. Eine rückzahlbare Kaution gilt ausschließlich für die Motorrollervermietung; Inlineskates, Fahrräder, Rollschuhe, Skateboards und Longboards erfordern keine Kaution.",SÍ,SÍ
PRICES,de,6,1543,Welche Zahlungsmethoden akzeptiert ihr?,Welche Zahlungsmethoden akzeptiert ihr?,Wir akzeptieren Kartenzahlungen. PayPal ist auch für Online-Zahlungen verfügbar.,Wir akzeptieren Kartenzahlungen. PayPal ist auch für Online-Zahlungen verfügbar.,SÍ,SÍ
PRICES,nl,1,1495,Kan ik direct via WhatsApp boeken?,Kan ik direct via WhatsApp boeken?,"Ja. Je kunt via WhatsApp contact met ons opnemen om beschikbaarheid, prijzen en boekingsdetails te bevestigen voordat je naar de winkel komt.","Ja. Je kunt via WhatsApp contact met ons opnemen om beschikbaarheid, prijzen en boekingsdetails te bevestigen voordat je naar de winkel komt.",SÍ,SÍ
PRICES,nl,2,1507,Waar bevindt RSB Rental Scooter Barcelona zich?,Waar bevindt RSB Rental Scooter Barcelona zich?,"Onze verhuurwinkel bevindt zich in Vila Olímpica del Poblenou, een van de beste plekken om je route in Barcelona te beginnen.","Onze verhuurwinkel bevindt zich in Vila Olímpica del Poblenou, een van de beste plekken om je route in Barcelona te beginnen.",SÍ,SÍ
PRICES,nl,3,1519,Zijn helmen en accessoires inbegrepen?,Zijn helmen en accessoires inbegrepen?,"Bij scooterhuur zijn de bijbehorende helmen inbegrepen. Bij fietsverhuur zijn een kinderhelm en een fietsslot inbegrepen. Bij de huur van inline skates, rolschaatsen, skateboards en longboards zijn een kinderhelm en pols-, knie- en elleboogbeschermers inbegrepen.","Bij scooterhuur zijn de bijbehorende helmen inbegrepen. Bij fietsverhuur zijn een kinderhelm en een fietsslot inbegrepen. Bij de huur van inline skates, rolschaatsen, skateboards en longboards zijn een kinderhelm en pols-, knie- en elleboogbeschermers inbegrepen.",SÍ,SÍ
PRICES,nl,4,1531,Hebben toeristen een rijbewijs nodig om te huren?,Hebben toeristen een rijbewijs nodig om te huren?,"Voor 125cc-scooters is een geldig rijbewijs vereist. Fietsen, inline skates, rolschaatsen, skateboards en longboards kunnen zonder rijbewijs worden gehuurd.","Voor 125cc-scooters is een geldig rijbewijs vereist. Fietsen, inline skates, rolschaatsen, skateboards en longboards kunnen zonder rijbewijs worden gehuurd.",SÍ,SÍ
PRICES,nl,5,1543,Boekingen en borg,Boekingen en borg,"Voor de meeste artikelen kun je direct naar de winkel komen, maar in het weekend en in het hoogseizoen is een reservering aanbevolen, vooral voor groepen. Voor alle verhuur is een identiteitsbewijs of paspoort nodig. Een terugbetaalbare borg geldt uitsluitend voor scooterverhuur; inline skates, fietsen, rolschaatsen, skateboards en longboards vereisen geen borg.","Voor de meeste artikelen kun je direct naar de winkel komen, maar in het weekend en in het hoogseizoen is een reservering aanbevolen, vooral voor groepen. Voor alle verhuur is een identiteitsbewijs of paspoort nodig. Een terugbetaalbare borg geldt uitsluitend voor scooterverhuur; inline skates, fietsen, rolschaatsen, skateboards en longboards vereisen geen borg.",SÍ,SÍ
PRICES,nl,6,1555,Welke betaalmethoden accepteren jullie?,Welke betaalmethoden accepteren jullie?,We accepteren kaartbetalingen. PayPal is ook beschikbaar voor online betalingen.,We accepteren kaartbetalingen. PayPal is ook beschikbaar voor online betalingen.,SÍ,SÍ
PRICES,pt,1,1501,Posso reservar diretamente por WhatsApp?,Posso reservar diretamente por WhatsApp?,"Sim. Pode contactar a RSB Rental Scooter Barcelona por WhatsApp para confirmar disponibilidade, preços e detalhes da reserva antes de visitar a loja.","Sim. Pode contactar a RSB Rental Scooter Barcelona por WhatsApp para confirmar disponibilidade, preços e detalhes da reserva antes de visitar a loja.",SÍ,SÍ
PRICES,pt,2,1511,Onde fica a RSB Rental Scooter Barcelona?,Onde fica a RSB Rental Scooter Barcelona?,"A nossa loja de aluguer fica em Vila Olímpica del Poblenou, uma das melhores zonas para começar o teu percurso em Barcelona.","A nossa loja de aluguer fica em Vila Olímpica del Poblenou, uma das melhores zonas para começar o teu percurso em Barcelona.",SÍ,SÍ
PRICES,pt,3,1521,Os alugueres incluem capacetes e acessórios?,Os alugueres incluem capacetes e acessórios?,"Nos alugueres de scooters, estão incluídos os respetivos capacetes. Nos alugueres de bicicletas, estão incluídos o capacete infantil e o cadeado. Nos alugueres de patins, skateboards e longboards, estão incluídos o capacete infantil e as proteções para pulsos, joelhos e cotovelos.","Nos alugueres de scooters, estão incluídos os respetivos capacetes. Nos alugueres de bicicletas, estão incluídos o capacete infantil e o cadeado. Nos alugueres de patins, skateboards e longboards, estão incluídos o capacete infantil e as proteções para pulsos, joelhos e cotovelos.",SÍ,SÍ
PRICES,pt,4,1531,Os turistas precisam de carta para alugar?,Os turistas precisam de carta para alugar?,"É necessária uma carta de condução válida para scooters de 125cc. Bicicletas, patins em linha, patins de 4 rodas, skateboards e longboards podem ser alugados sem carta de condução.","É necessária uma carta de condução válida para scooters de 125cc. Bicicletas, patins em linha, patins de 4 rodas, skateboards e longboards podem ser alugados sem carta de condução.",SÍ,SÍ
PRICES,pt,5,1541,Reservas e depósitos,Reservas e depósitos,"Para a maioria dos artigos podes vir diretamente à loja, mas aos fins de semana e na época alta recomenda-se reserva, especialmente para grupos. É necessário documento de identificação ou passaporte para todos os alugueres. O depósito aplica-se apenas ao aluguer de scooter; patins em linha, bicicletas, patins de 4 rodas, skateboards e longboards não exigem depósito.","Para a maioria dos artigos podes vir diretamente à loja, mas aos fins de semana e na época alta recomenda-se reserva, especialmente para grupos. É necessário documento de identificação ou passaporte para todos os alugueres. O depósito aplica-se apenas ao aluguer de scooter; patins em linha, bicicletas, patins de 4 rodas, skateboards e longboards não exigem depósito.",SÍ,SÍ
PRICES,pt,6,1551,Que métodos de pagamento aceitam?,Que métodos de pagamento aceitam?,Aceitamos pagamentos com cartão. O PayPal também está disponível para pagamentos online.,Aceitamos pagamentos com cartão. O PayPal também está disponível para pagamentos online.,SÍ,SÍ
PRICES,ca,1,1490,Puc reservar directament per WhatsApp?,Puc reservar directament per WhatsApp?,"Sí. Pots contactar amb RSB Rental Scooter Barcelona per WhatsApp per confirmar disponibilitat, preus i detalls de la reserva abans de venir a la botiga.","Sí. Pots contactar amb RSB Rental Scooter Barcelona per WhatsApp per confirmar disponibilitat, preus i detalls de la reserva abans de venir a la botiga.",SÍ,SÍ
PRICES,ca,2,1500,On és RSB Rental Scooter Barcelona?,On és RSB Rental Scooter Barcelona?,"La nostra botiga de lloguer és a Vila Olímpica del Poblenou, una de les millors zones per començar la teva ruta a Barcelona.","La nostra botiga de lloguer és a Vila Olímpica del Poblenou, una de les millors zones per començar la teva ruta a Barcelona.",SÍ,SÍ
