grupo,idioma,linea,schema_completo,tarjeta_visible,autor_visible,texto_coincide,fecha_visible_si_schema
PRICES,es,1584,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/es/Prices/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Montserrat Ros""},""datePublished"":""2021-07-09"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Recomendable 100%. Buen trato y buenos precios de alquiler, ya sea por horas o un dia entero! Personal muy atento a tus necesidades. 😊\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1584,""text"":""★★★★★ “Recomendable 100%. Buen trato y buenos precios de alquiler, ya sea por horas o un dia entero! Personal muy atento a tus necesidades. 😊” Montserrat Ros · Reseña de Google · 2021-07-09"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,es,1585,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/es/Prices/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Isabel Fernandez Nuñez""},""datePublished"":""2019-11-21"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Muy buena atención, y precio muy razonable .saludos.....\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1585,""text"":""★★★★★ “Muy buena atención, y precio muy razonable .saludos.....” Isabel Fernandez Nuñez · Reseña de Google · 2019-11-21"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,es,1586,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/es/Prices/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Marc Bonet Fernández""},""datePublished"":""2025-07-01"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Pequeña sorpresa junto a la playa de Barcelona. Mi experiencia fué genial. Precios razonables y a un tiro de piedra del paseo marítimo. Lo mejor de todo, la atención de la propietaria.\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1586,""text"":""★★★★★ “Pequeña sorpresa junto a la playa de Barcelona. Mi experiencia fué genial. Precios razonables y a un tiro de piedra del paseo marítimo. Lo mejor de todo, la atención de la propietaria.” Marc Bonet Fernández · Reseña de Google · 2025-07-01"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,fr,1569,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/fr/Prices/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Boumedien el bouazzaoui""},""datePublished"":""2019-12-23"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Bon rapport qualité/prix.Nous avons eu à faire à une dame très très sympathique. À refaire\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1569,""text"":""★★★★★ “Bon rapport qualité/prix.Nous avons eu à faire à une dame très très sympathique. À refaire” Boumedien el bouazzaoui · Avis Google · 2019-12-23"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,fr,1570,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/fr/Prices/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Marc Bonet Fernández""},""datePublished"":""2025-07-01"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Une petite surprise près de la plage de Barcelone. Mon expérience a été géniale. Des prix raisonnables et à deux pas de la promenade maritime. Le meilleur de tout, l’accueil de la propriétaire.\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1570,""text"":""★★★★★ “Une petite surprise près de la plage de Barcelone. Mon expérience a été géniale. Des prix raisonnables et à deux pas de la promenade maritime. Le meilleur de tout, l’accueil de la propriétaire.” Marc Bonet Fernández · Avis Google · 2025-07-01"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,fr,1571,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/fr/Prices/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Señor Piña""},""datePublished"":""2020-02-29"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""De tous les endroits où j’ai loué, celui-ci est de loin le meilleur, tant pour l’accueil que pour le matériel et les prix. Sans aucun doute, quand je reviendrai à Barcelone, j’y retournerai :)\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1571,""text"":""★★★★★ “De tous les endroits où j’ai loué, celui-ci est de loin le meilleur, tant pour l’accueil que pour le matériel et les prix. Sans aucun doute, quand je reviendrai à Barcelone, j’y retournerai :)” Señor Piña · Avis Google · 2020-02-29"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,it,1574,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/it/Prices/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Veronica Geluardi""},""datePublished"":""2019-11-21"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Molto gentili!!!! Natalia supersimpatica e il tratto eccezionale😊!!e i prezzi molto buoni!!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1574,""text"":""★★★★★ “Molto gentili!!!! Natalia supersimpatica e il tratto eccezionale😊!!e i prezzi molto buoni!!” Veronica Geluardi · Recensione Google · 2019-11-21"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,it,1575,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/it/Prices/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Marc Bonet Fernández""},""datePublished"":""2025-07-01"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Una piccola sorpresa vicino alla spiaggia di Barcellona. La mia esperienza è stata fantastica. Prezzi ragionevoli e a due passi dal lungomare. La cosa migliore è stata l’attenzione della proprietaria.\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1575,""text"":""★★★★★ “Una piccola sorpresa vicino alla spiaggia di Barcellona. La mia esperienza è stata fantastica. Prezzi ragionevoli e a due passi dal lungomare. La cosa migliore è stata l’attenzione della proprietaria.” Marc Bonet Fernández · Recensione Google · 2025-07-01"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,it,1576,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/it/Prices/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Señor Piña""},""datePublished"":""2020-02-29"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Tra tutti i posti in cui ho noleggiato, questo è di gran lunga il migliore per il servizio, il materiale e i prezzi. Senza dubbio, quando tornerò a Barcellona, tornerò qui :)\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1576,""text"":""★★★★★ “Tra tutti i posti in cui ho noleggiato, questo è di gran lunga il migliore per il servizio, il materiale e i prezzi. Senza dubbio, quando tornerò a Barcellona, tornerò qui :)” Señor Piña · Recensione Google · 2020-02-29"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,de,1578,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/de/Prices/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Tony iL""},""datePublished"":""2025-04-24"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""„Nette Leute, guter Preis und hervorragende Scooter!“\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1578,""text"":""★★★★★ „Nette Leute, guter Preis und hervorragende Scooter!“ Tony iL Google-Bewertung · 2025-04-24"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,de,1584,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/de/Prices/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""elli Pe""},""datePublished"":""2023-07-23"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""„Einen Scooter zu mieten war schnell, unkompliziert und sehr günstig.“\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1584,""text"":""★★★★★ „Einen Scooter zu mieten war schnell, unkompliziert und sehr günstig.“ elli Pe Google-Bewertung · 2023-07-23"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,de,1590,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/de/Prices/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Johnny Zara""},""datePublished"":""2018-07-09"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""„Sehr freundliche Leute, äußerst wettbewerbsfähige Preise und effiziente Scooter! Ich kann es nur empfehlen! Danke, bis zum nächsten Mal!!“\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1590,""text"":""★★★★★ „Sehr freundliche Leute, äußerst wettbewerbsfähige Preise und effiziente Scooter! Ich kann es nur empfehlen! Danke, bis zum nächsten Mal!!“ Johnny Zara Google-Bewertung · 2018-07-09"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,nl,1590,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/nl/Prices/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""A B""},""datePublished"":""2023-07-21"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Betrouwbare eerlijke zaak met een sympathieke eigenaar. Scooters zijn in goede staat en dat tegen een eerlijke prijs. Ik kom hier toekomstgericht zeker terug.\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1590,""text"":""★★★★★ “Betrouwbare eerlijke zaak met een sympathieke eigenaar. Scooters zijn in goede staat en dat tegen een eerlijke prijs. Ik kom hier toekomstgericht zeker terug.” A B Google-review · 2023-07-21"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,nl,1596,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/nl/Prices/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""elli Pe""},""datePublished"":""2023-07-23"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Een scooter huren ging snel, eenvoudig en was erg goedkoop.\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1596,""text"":""★★★★★ “Een scooter huren ging snel, eenvoudig en was erg goedkoop.” elli Pe Google-review · 2023-07-23"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,nl,1602,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/nl/Prices/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Johnny Zara""},""datePublished"":""2018-07-09"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Zeer vriendelijke mensen, zeer concurrerende prijzen en efficiënte scooters! Ik kan het alleen maar aanbevelen! Bedankt, tot de volgende keer!!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1602,""text"":""★★★★★ “Zeer vriendelijke mensen, zeer concurrerende prijzen en efficiënte scooters! Ik kan het alleen maar aanbevelen! Bedankt, tot de volgende keer!!” Johnny Zara Google-review · 2018-07-09"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,pt,1584,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/pt/Prices/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Tony iL""},""datePublished"":""2025-04-24"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Pessoas simpáticas, bom preço e scooters excelentes!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1584,""text"":""★★★★★ “Pessoas simpáticas, bom preço e scooters excelentes!” Tony iL Avaliação Google · 2025-04-24"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,pt,1590,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/pt/Prices/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""elli Pe""},""datePublished"":""2023-07-23"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Alugar um scooter foi rápido, simples e muito barato.\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1590,""text"":""★★★★★ “Alugar um scooter foi rápido, simples e muito barato.” elli Pe Avaliação Google · 2023-07-23"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,pt,1596,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/pt/Prices/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Johnny Zara""},""datePublished"":""2018-07-09"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Pessoas muito simpáticas, preços muito competitivos e scooters eficientes! Recomendo! Obrigado, até à próxima!!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1596,""text"":""★★★★★ “Pessoas muito simpáticas, preços muito competitivos e scooters eficientes! Recomendo! Obrigado, até à próxima!!” Johnny Zara Avaliação Google · 2018-07-09"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,ca,1573,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/cat/Prices/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Tony iL""},""datePublished"":""2025-04-24"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Gent agradable, bon preu i scooters excel·lents!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1573,""text"":""★★★★★ “Gent agradable, bon preu i scooters excel·lents!” Tony iL Ressenya de Google · 2025-04-24"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,ca,1579,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/cat/Prices/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Johnny Zara""},""datePublished"":""2018-07-09"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Gent molt amable, preus supercompetitius i scooters eficients! Ho recomano! Gràcies, a la pròxima!!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1579,""text"":""★★★★★ “Gent molt amable, preus supercompetitius i scooters eficients! Ho recomano! Gràcies, a la pròxima!!” Johnny Zara Ressenya de Google · 2018-07-09"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,ca,1585,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/cat/Prices/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Laura Ruiz""},""datePublished"":""2025-11-16"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Una super experiència, l’Oscar és un gran professional que ens ha tractat excel.lent i ens ha ajudat molt. Molt bé de preu en comparació amb altres del voltant. Recomanem!!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1585,""text"":""★★★★★ “Una super experiència, l’Oscar és un gran professional que ens ha tractat excel.lent i ens ha ajudat molt. Molt bé de preu en comparació amb altres del voltant. Recomanem!!” Laura Ruiz Ressenya de Google · 2025-11-16"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,sv,1580,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/sv/Prices/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Tony iL""},""datePublished"":""2025-04-24"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Trevliga människor, bra pris och fantastiska scootrar!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1580,""text"":""★★★★★ “Trevliga människor, bra pris och fantastiska scootrar!” Tony iL Google-recension · 2025-04-24"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,sv,1586,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/sv/Prices/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Johnny Zara""},""datePublished"":""2018-07-09"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Mycket trevliga människor, superkonkurrenskraftiga priser och effektiva scootrar! Jag rekommenderar det verkligen! Tack, vi ses nästa gång!!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1586,""text"":""★★★★★ “Mycket trevliga människor, superkonkurrenskraftiga priser och effektiva scootrar! Jag rekommenderar det verkligen! Tack, vi ses nästa gång!!” Johnny Zara Google-recension · 2018-07-09"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,sv,1592,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/sv/Prices/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Laura Ruiz""},""datePublished"":""2025-11-16"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""En fantastisk upplevelse. Oscar är mycket professionell, behandlade oss utmärkt och hjälpte oss mycket. Mycket bra pris jämfört med andra i närheten. Vi rekommenderar stället!!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1592,""text"":""★★★★★ “En fantastisk upplevelse. Oscar är mycket professionell, behandlade oss utmärkt och hjälpte oss mycket. Mycket bra pris jämfört med andra i närheten. Vi rekommenderar stället!!” Laura Ruiz Google-recension · 2025-11-16"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,pl,1586,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/pl/Prices/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Tony iL""},""datePublished"":""2025-04-24"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Mili ludzie, dobra cena i świetne skutery!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1586,""text"":""★★★★★ “Mili ludzie, dobra cena i świetne skutery!” Tony iL Opinia Google · 2025-04-24"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,pl,1592,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/pl/Prices/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Johnny Zara""},""datePublished"":""2018-07-09"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Bardzo mili ludzie, wyjątkowo konkurencyjne ceny i sprawne skutery! Zdecydowanie polecam! Dziękuję, do następnego razu!!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1592,""text"":""★★★★★ “Bardzo mili ludzie, wyjątkowo konkurencyjne ceny i sprawne skutery! Zdecydowanie polecam! Dziękuję, do następnego razu!!” Johnny Zara Opinia Google · 2018-07-09"",""links"":[]}",SÍ,SÍ,SÍ
PRICES,pl,1598,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/pl/Prices/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Laura Ruiz""},""datePublished"":""2025-11-16"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Świetne doświadczenie. Oscar jest znakomitym profesjonalistą, potraktował nas doskonale i bardzo nam pomógł. Bardzo dobra cena w porównaniu z innymi wypożyczalniami w okolicy. Polecamy!!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1598,""text"":""★★★★★ “Świetne doświadczenie. Oscar jest znakomitym profesjonalistą, potraktował nas doskonale i bardzo nam pomógł. Bardzo dobra cena w porównaniu z innymi wypożyczalniami w okolicy. Polecamy!!” Laura Ruiz Opinia Google · 2025-11-16"",""links"":[]}",SÍ,SÍ,SÍ
SCOOTER,en,1031,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/scooter/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Kristof Keleti""},""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""My best scooter rental experience ever! Very friendly and helpful staff! The bike and everything was perfect! Highly recommended.\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1031,""text"":""★★★★★ “My best scooter rental experience ever! Very friendly and helpful staff! The bike and everything was perfect! Highly recommended.” Kristof Keleti Google review · 2019-06-26"",""links"":[]}",SÍ,SÍ,AUSENTE
SCOOTER,en,1039,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/scooter/#google-review-2"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Marwan Hatem""},""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Very good scooter, clean, helmet clean :) Amazing staff Thanks\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1039,""text"":""★★★★★ “Very good scooter, clean, helmet clean :) Amazing staff Thanks” Marwan Hatem Google review · 2019-05-22"",""links"":[]}",SÍ,SÍ,AUSENTE
SCOOTER,en,1047,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/scooter/#google-review-3"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Deividas Skiparis""},""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Hassle free and quick service. Rented a scooter - scooters are not new but in good technical condition. Returned deposit no questions asked. Will use again!\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1047,""text"":""★★★★★ “Hassle free and quick service. Rented a scooter - scooters are not new but in good technical condition. Returned deposit no questions asked. Will use again!” Deividas Skiparis Google review · 2018-08-06"",""links"":[]}",SÍ,SÍ,AUSENTE
SCOOTER,en,1055,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/scooter/#google-review-4"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Ollie Olney""},""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Fantastic for renting a scooter at an affordable price (compared to the leading providers in Barcelona!). We rented a scooter for a day, and then loved it so much we hired it for an extra day. Natalia was lovely and very helpful :) Would recommend to anyone to rent from here\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1055,""text"":""★★★★★ “Fantastic for renting a scooter at an affordable price (compared to the leading providers in Barcelona!). We rented a scooter for a day, and then loved it so much we hired it for an extra day. Natalia was lovely and very helpful :) Would recommend to anyone to rent from here” Ollie Olney Google review · 2017-09-26"",""links"":[]}",SÍ,SÍ,AUSENTE
SCOOTER,en,1063,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/scooter/#google-review-5"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Pavel Obešlo""},""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""We enjoyed this so much!! Highly recommend exploring Barcelona on a scooter. 40€ per day, 250€ deposit cash or card, the money came back to the account the next day. Gracias! 🙏\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1063,""text"":""★★★★★ “We enjoyed this so much!! Highly recommend exploring Barcelona on a scooter. 40€ per day, 250€ deposit cash or card, the money came back to the account the next day. Gracias! 🙏” Pavel Obešlo Google review · 2025-06-13"",""links"":[]}",SÍ,SÍ,AUSENTE
SCOOTER,en,1071,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/scooter/#google-review-6"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Soumya Singh""},""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Price was pefect (we needed scooter for 30 hours and were ready to pay 2 days worth of amount, but the owner gave us heavy discount). Scooters were great... and got a lot of instructions in advance which made driving in Barcelona easier. Will definitely avail your services again :)\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1071,""text"":""★★★★★ “Price was pefect (we needed scooter for 30 hours and were ready to pay 2 days worth of amount, but the owner gave us heavy discount). Scooters were great... and got a lot of instructions in advance which made driving in Barcelona easier. Will definitely avail your services again :)” Soumya Singh Google review · 2015-11-17"",""links"":[]}",SÍ,SÍ,AUSENTE
SCOOTER,es,1031,"{""@type"":""Review"",""@id"":""https://rentalscooterbarcelona.com/es/scooter/#google-review-1"",""itemReviewed"":{""@id"":""https://rentalscooterbarcelona.com/#business""},""author"":{""@type"":""Person"",""name"":""Carlos Vega Fernandez""},""datePublished"":""2017-04-07"",""reviewRating"":{""@type"":""Rating"",""ratingValue"":5,""bestRating"":5,""worstRating"":1},""reviewBody"":""\""Cada vez que viene un amigo de visita a Barcelona, siempre alquilo una 125cc aquí, muy buen trato y amabilidad.\"""",""publisher"":{""@type"":""Organization"",""name"":""Google""}}","{""line"":1031,""text"":""★★★★★ “Cada vez que viene un amigo de visita a Barcelona, siempre alquilo una 125cc aquí, muy buen trato y amabilidad.” Carlos Vega Fernandez · Reseña de Google · 2017-04-07"",""links"":[]}",SÍ,SÍ,SÍ
