grupo,idioma,encabezado_completo
PRICES,en,"{""tag"":""h3"",""line"":1410,""text"":""Scooter accessories & extras""}"
PRICES,en,"{""tag"":""h2"",""line"":1417,""text"":""Inline skates rental in Vila Olímpica, Barcelona""}"
PRICES,en,"{""tag"":""h3"",""line"":1420,""text"":""Inline skates rental prices""}"
PRICES,en,"{""tag"":""h3"",""line"":1420,""text"":""Inline skates accessories & extras""}"
PRICES,en,"{""tag"":""h2"",""line"":1428,""text"":""Bike rental in Vila Olímpica, Barcelona""}"
PRICES,en,"{""tag"":""h3"",""line"":1430,""text"":""Bike rental prices""}"
PRICES,en,"{""tag"":""h3"",""line"":1430,""text"":""Bike accessories & extras""}"
PRICES,en,"{""tag"":""h2"",""line"":1437,""text"":""Roller skate rental in Vila Olímpica, Barcelona""}"
PRICES,en,"{""tag"":""h3"",""line"":1439,""text"":""Roller skate rental prices""}"
PRICES,en,"{""tag"":""h3"",""line"":1439,""text"":""Roller skate accessories & extras""}"
PRICES,en,"{""tag"":""h2"",""line"":1447,""text"":""Skateboard and longboard rental in Vila Olímpica, Barcelona""}"
PRICES,en,"{""tag"":""h3"",""line"":1449,""text"":""Skateboard and longboard rental prices""}"
PRICES,en,"{""tag"":""h3"",""line"":1449,""text"":""Skateboard and longboard accessories & extras""}"
PRICES,en,"{""tag"":""h2"",""line"":1457,""text"":""Scooter, bike, inline skates, roller skates, skateboard and longboard rental in Vila Olímpica, Barcelona""}"
PRICES,en,"{""tag"":""h3"",""line"":1470,""text"":""Popular rentals in Barcelona""}"
PRICES,en,"{""tag"":""h3"",""line"":1483,""text"":""Barcelona rental guides and local tips""}"
PRICES,en,"{""tag"":""h2"",""line"":1501,""text"":""Questions before renting in Vila Olímpica, Barcelona?""}"
PRICES,en,"{""tag"":""h3"",""line"":1506,""text"":""Can I book directly via WhatsApp?""}"
PRICES,en,"{""tag"":""h3"",""line"":1516,""text"":""Where is RSB Rental Scooter Barcelona located?""}"
PRICES,en,"{""tag"":""h3"",""line"":1526,""text"":""Do rentals include helmets and accessories?""}"
PRICES,en,"{""tag"":""h3"",""line"":1536,""text"":""Do tourists need a licence to rent?""}"
PRICES,en,"{""tag"":""h3"",""line"":1546,""text"":""Booking & deposits""}"
PRICES,en,"{""tag"":""h3"",""line"":1556,""text"":""What payment methods do you accept?""}"
PRICES,en,"{""tag"":""h3"",""line"":1568,""text"":""Opening hours and practical information""}"
PRICES,en,"{""tag"":""h2"",""line"":1585,""text"":""What customers say about renting in Vila Olímpica, Barcelona""}"
PRICES,en,"{""tag"":""h3"",""line"":1635,""text"":""Quick Links""}"
PRICES,en,"{""tag"":""h3"",""line"":1644,""text"":""Services""}"
PRICES,en,"{""tag"":""h3"",""line"":1648,""text"":""Contact""}"
PRICES,es,"{""tag"":""h1"",""line"":1354,""text"":""Precios de alquiler de scooter, patines en línea y bicicletas en Barcelona""}"
PRICES,es,"{""tag"":""h2"",""line"":1372,""text"":""Precios de alquiler desde nuestra tienda local en Vila Olímpica, Barcelona""}"
PRICES,es,"{""tag"":""h2"",""line"":1403,""text"":""Alquiler de scooter en Vila Olímpica, Barcelona""}"
PRICES,es,"{""tag"":""h3"",""line"":1405,""text"":""Precios de alquiler de scooter""}"
PRICES,es,"{""tag"":""h3"",""line"":1405,""text"":""Accesorios y extras del scooter""}"
PRICES,es,"{""tag"":""h2"",""line"":1412,""text"":""Alquiler de patines en línea en Vila Olímpica, Barcelona""}"
PRICES,es,"{""tag"":""h3"",""line"":1415,""text"":""Precios de alquiler de patines en línea""}"
PRICES,es,"{""tag"":""h3"",""line"":1415,""text"":""Accesorios y extras de patines en línea""}"
PRICES,es,"{""tag"":""h2"",""line"":1423,""text"":""Alquiler de bicicletas en Vila Olímpica, Barcelona""}"
PRICES,es,"{""tag"":""h3"",""line"":1425,""text"":""Precios de alquiler de bicicletas""}"
PRICES,es,"{""tag"":""h3"",""line"":1425,""text"":""Accesorios y extras de bicicletas""}"
PRICES,es,"{""tag"":""h2"",""line"":1432,""text"":""Alquiler de patines de 4 ruedas en Vila Olímpica, Barcelona""}"
PRICES,es,"{""tag"":""h3"",""line"":1434,""text"":""Precios de alquiler de patines de 4 ruedas""}"
PRICES,es,"{""tag"":""h3"",""line"":1434,""text"":""Accesorios y extras de patines de 4 ruedas""}"
PRICES,es,"{""tag"":""h2"",""line"":1442,""text"":""Alquiler de skateboard y longboard en Vila Olímpica, Barcelona""}"
PRICES,es,"{""tag"":""h3"",""line"":1444,""text"":""Precios de alquiler de skateboard y longboard""}"
PRICES,es,"{""tag"":""h3"",""line"":1444,""text"":""Accesorios y extras de skateboard y longboard""}"
PRICES,es,"{""tag"":""h2"",""line"":1452,""text"":""Alquiler de scooter, bicicletas, patines en línea, patines de 4 ruedas, skateboard y longboard en Vila Olímpica, Barcelona""}"
PRICES,es,"{""tag"":""h3"",""line"":1465,""text"":""Alquileres populares en Barcelona""}"
PRICES,es,"{""tag"":""h3"",""line"":1478,""text"":""Guías de alquiler en Barcelona y consejos locales""}"
PRICES,es,"{""tag"":""h2"",""line"":1496,""text"":""¿Preguntas antes de alquilar en Vila Olímpica, Barcelona?""}"
PRICES,es,"{""tag"":""h3"",""line"":1501,""text"":""¿Puedo reservar directamente por WhatsApp?""}"
PRICES,es,"{""tag"":""h3"",""line"":1511,""text"":""¿Dónde está RSB Rental Scooter Barcelona?""}"
PRICES,es,"{""tag"":""h3"",""line"":1521,""text"":""¿Los alquileres incluyen cascos y accesorios?""}"
PRICES,es,"{""tag"":""h3"",""line"":1531,""text"":""¿Los turistas necesitan permiso para alquilar?""}"
PRICES,es,"{""tag"":""h3"",""line"":1541,""text"":""Reserva y depósitos""}"
PRICES,es,"{""tag"":""h3"",""line"":1551,""text"":""¿Qué métodos de pago aceptáis?""}"
PRICES,es,"{""tag"":""h3"",""line"":1563,""text"":""Horario e información práctica""}"
PRICES,es,"{""tag"":""h2"",""line"":1580,""text"":""Lo que dicen nuestros clientes""}"
PRICES,es,"{""tag"":""h3"",""line"":1615,""text"":""Enlaces rápidos""}"
PRICES,es,"{""tag"":""h3"",""line"":1624,""text"":""Servicios""}"
PRICES,es,"{""tag"":""h3"",""line"":1628,""text"":""Contacto""}"
PRICES,fr,"{""tag"":""h1"",""line"":1345,""text"":""Prix de scooter, rollers en ligne et vélos à Barcelone""}"
PRICES,fr,"{""tag"":""h2"",""line"":1361,""text"":""Prix de location depuis notre boutique locale de Vila Olímpica, Barcelone""}"
PRICES,fr,"{""tag"":""h2"",""line"":1388,""text"":""Location de scooter à Vila Olímpica, Barcelone""}"
PRICES,fr,"{""tag"":""h3"",""line"":1390,""text"":""Tarifs location de scooter""}"
PRICES,fr,"{""tag"":""h3"",""line"":1390,""text"":""Accessoires et extras scooter""}"
PRICES,fr,"{""tag"":""h2"",""line"":1397,""text"":""Location de rollers en ligne à Vila Olímpica, Barcelone""}"
PRICES,fr,"{""tag"":""h3"",""line"":1400,""text"":""Tarifs location de rollers en ligne""}"
PRICES,fr,"{""tag"":""h3"",""line"":1400,""text"":""Accessoires et extras rollers en ligne""}"
PRICES,fr,"{""tag"":""h2"",""line"":1408,""text"":""Location de vélos à Vila Olímpica, Barcelone""}"
PRICES,fr,"{""tag"":""h3"",""line"":1410,""text"":""Tarifs location de vélos""}"
PRICES,fr,"{""tag"":""h3"",""line"":1410,""text"":""Accessoires et extras vélos""}"
PRICES,fr,"{""tag"":""h2"",""line"":1417,""text"":""Location de rollers classiques à Vila Olímpica, Barcelone""}"
PRICES,fr,"{""tag"":""h3"",""line"":1419,""text"":""Tarifs location de rollers classiques""}"
PRICES,fr,"{""tag"":""h3"",""line"":1419,""text"":""Accessoires et extras rollers classiques""}"
PRICES,fr,"{""tag"":""h2"",""line"":1427,""text"":""Location de skateboard et longboard à Vila Olímpica, Barcelone""}"
PRICES,fr,"{""tag"":""h3"",""line"":1429,""text"":""Tarifs location de skateboard et longboard""}"
PRICES,fr,"{""tag"":""h3"",""line"":1429,""text"":""Accessoires et extras skateboard et longboard""}"
PRICES,fr,"{""tag"":""h2"",""line"":1437,""text"":""Location de scooter, vélos, rollers en ligne, rollers classiques, skateboard et longboard à Vila Olímpica, Barcelone""}"
PRICES,fr,"{""tag"":""h3"",""line"":1450,""text"":""Locations populaires à Barcelone""}"
PRICES,fr,"{""tag"":""h3"",""line"":1463,""text"":""Guides de location et conseils locaux à Barcelone""}"
PRICES,fr,"{""tag"":""h2"",""line"":1481,""text"":""Des questions avant de louer à Vila Olímpica, Barcelone ?""}"
PRICES,fr,"{""tag"":""h3"",""line"":1486,""text"":""Puis-je réserver directement via WhatsApp ?""}"
PRICES,fr,"{""tag"":""h3"",""line"":1496,""text"":""Où se trouve RSB Rental Scooter Barcelona ?""}"
PRICES,fr,"{""tag"":""h3"",""line"":1506,""text"":""Les locations incluent-elles casques et accessoires ?""}"
PRICES,fr,"{""tag"":""h3"",""line"":1516,""text"":""Les touristes ont-ils besoin d’un permis pour louer ?""}"
PRICES,fr,"{""tag"":""h3"",""line"":1526,""text"":""Réservations et dépôts""}"
PRICES,fr,"{""tag"":""h3"",""line"":1536,""text"":""Quels moyens de paiement acceptez-vous ?""}"
PRICES,fr,"{""tag"":""h3"",""line"":1548,""text"":""Horaires d’ouverture et informations pratiques""}"
PRICES,fr,"{""tag"":""h2"",""line"":1565,""text"":""Ce que disent nos clients""}"
PRICES,fr,"{""tag"":""h3"",""line"":1600,""text"":""Liens rapides""}"
PRICES,fr,"{""tag"":""h3"",""line"":1609,""text"":""Services""}"
PRICES,fr,"{""tag"":""h3"",""line"":1613,""text"":""Contact""}"
PRICES,it,"{""tag"":""h1"",""line"":1350,""text"":""Prezzi di scooter, pattini in linea e biciclette a Barcellona""}"
PRICES,it,"{""tag"":""h2"",""line"":1366,""text"":""Prezzi di noleggio dal nostro negozio locale a Vila Olímpica, Barcellona""}"
PRICES,it,"{""tag"":""h2"",""line"":1393,""text"":""Noleggio scooter a Vila Olímpica, Barcellona""}"
PRICES,it,"{""tag"":""h3"",""line"":1395,""text"":""Prezzi noleggio scooter""}"
PRICES,it,"{""tag"":""h3"",""line"":1395,""text"":""Accessori ed extra scooter""}"
PRICES,it,"{""tag"":""h2"",""line"":1402,""text"":""Noleggio pattini in linea a Vila Olímpica, Barcellona""}"
PRICES,it,"{""tag"":""h3"",""line"":1405,""text"":""Prezzi noleggio pattini in linea""}"
PRICES,it,"{""tag"":""h3"",""line"":1405,""text"":""Accessori ed extra pattini in linea""}"
PRICES,it,"{""tag"":""h2"",""line"":1413,""text"":""Noleggio biciclette a Vila Olímpica, Barcellona""}"
PRICES,it,"{""tag"":""h3"",""line"":1415,""text"":""Prezzi noleggio biciclette""}"
PRICES,it,"{""tag"":""h3"",""line"":1415,""text"":""Accessori ed extra biciclette""}"
PRICES,it,"{""tag"":""h2"",""line"":1422,""text"":""Noleggio pattini a rotelle a Vila Olímpica, Barcellona""}"
PRICES,it,"{""tag"":""h3"",""line"":1424,""text"":""Prezzi noleggio pattini a rotelle""}"
PRICES,it,"{""tag"":""h3"",""line"":1424,""text"":""Accessori ed extra pattini a rotelle""}"
PRICES,it,"{""tag"":""h2"",""line"":1432,""text"":""Noleggio skateboard e longboard a Vila Olímpica, Barcellona""}"
PRICES,it,"{""tag"":""h3"",""line"":1434,""text"":""Prezzi noleggio skateboard e longboard""}"
PRICES,it,"{""tag"":""h3"",""line"":1434,""text"":""Accessori ed extra skateboard e longboard""}"
PRICES,it,"{""tag"":""h2"",""line"":1442,""text"":""Noleggio di scooter, biciclette, pattini in linea, pattini a rotelle, skateboard e longboard a Vila Olímpica, Barcellona""}"
PRICES,it,"{""tag"":""h3"",""line"":1455,""text"":""Noleggi popolari a Barcellona""}"
PRICES,it,"{""tag"":""h3"",""line"":1468,""text"":""Guide di noleggio e consigli locali su Barcellona""}"
PRICES,it,"{""tag"":""h2"",""line"":1486,""text"":""Domande prima di noleggiare a Vila Olímpica, Barcellona?""}"
PRICES,it,"{""tag"":""h3"",""line"":1491,""text"":""Posso prenotare direttamente via WhatsApp?""}"
PRICES,it,"{""tag"":""h3"",""line"":1501,""text"":""Dove si trova RSB Rental Scooter Barcelona?""}"
PRICES,it,"{""tag"":""h3"",""line"":1511,""text"":""I noleggi includono caschi e accessori?""}"
PRICES,it,"{""tag"":""h3"",""line"":1521,""text"":""I turisti hanno bisogno di una patente per noleggiare?""}"
PRICES,it,"{""tag"":""h3"",""line"":1531,""text"":""Prenotazioni e depositi""}"
PRICES,it,"{""tag"":""h3"",""line"":1541,""text"":""Quali metodi di pagamento accettate?""}"
PRICES,it,"{""tag"":""h3"",""line"":1553,""text"":""Orari di apertura e informazioni pratiche""}"
PRICES,it,"{""tag"":""h2"",""line"":1570,""text"":""Cosa dicono i nostri clienti""}"
PRICES,it,"{""tag"":""h3"",""line"":1605,""text"":""Link rapidi""}"
PRICES,it,"{""tag"":""h3"",""line"":1616,""text"":""Servizi""}"
PRICES,it,"{""tag"":""h3"",""line"":1620,""text"":""Contatto""}"
PRICES,de,"{""tag"":""h1"",""line"":1343,""text"":""Preise für Scooter, Inlineskates und Fahrräder in Barcelona""}"
PRICES,de,"{""tag"":""h2"",""line"":1359,""text"":""Mietpreise aus unserem lokalen Shop in Vila Olímpica, Barcelona""}"
PRICES,de,"{""tag"":""h2"",""line"":1386,""text"":""Scooterverleih in Vila Olímpica, Barcelona""}"
PRICES,de,"{""tag"":""h3"",""line"":1388,""text"":""Scooter-Mietpreise""}"
PRICES,de,"{""tag"":""h3"",""line"":1388,""text"":""Scooter-Zubehör & Extras""}"
PRICES,de,"{""tag"":""h2"",""line"":1395,""text"":""Inlineskates-Verleih in Vila Olímpica, Barcelona""}"
PRICES,de,"{""tag"":""h3"",""line"":1398,""text"":""Inlineskates-Mietpreise""}"
PRICES,de,"{""tag"":""h3"",""line"":1398,""text"":""Inlineskates-Zubehör & Extras""}"
PRICES,de,"{""tag"":""h2"",""line"":1406,""text"":""Fahrradverleih in Vila Olímpica, Barcelona""}"
PRICES,de,"{""tag"":""h3"",""line"":1408,""text"":""Fahrrad-Mietpreise""}"
PRICES,de,"{""tag"":""h3"",""line"":1408,""text"":""Fahrrad-Zubehör & Extras""}"
PRICES,de,"{""tag"":""h2"",""line"":1415,""text"":""Rollschuhverleih in Vila Olímpica, Barcelona""}"
PRICES,de,"{""tag"":""h3"",""line"":1417,""text"":""Rollschuh-Mietpreise""}"
PRICES,de,"{""tag"":""h3"",""line"":1417,""text"":""Rollschuh-Zubehör & Extras""}"
PRICES,de,"{""tag"":""h2"",""line"":1425,""text"":""Skateboard- und Longboard-Verleih in Vila Olímpica, Barcelona""}"
PRICES,de,"{""tag"":""h3"",""line"":1427,""text"":""Skateboard- und Longboard-Mietpreise""}"
PRICES,de,"{""tag"":""h3"",""line"":1427,""text"":""Skateboard- und Longboard-Zubehör & Extras""}"
PRICES,de,"{""tag"":""h2"",""line"":1435,""text"":""Scooter-, Fahrrad-, Inlineskates-, Rollschuh-, Skateboard- und Longboard-Verleih in Vila Olímpica, Barcelona""}"
PRICES,de,"{""tag"":""h3"",""line"":1448,""text"":""Beliebte Mieten in Barcelona""}"
PRICES,de,"{""tag"":""h3"",""line"":1461,""text"":""Mietguides und lokale Tipps für Barcelona""}"
PRICES,de,"{""tag"":""h2"",""line"":1479,""text"":""Fragen vor dem Mieten in Vila Olímpica, Barcelona?""}"
PRICES,de,"{""tag"":""h3"",""line"":1484,""text"":""Kann ich direkt per WhatsApp buchen?""}"
PRICES,de,"{""tag"":""h3"",""line"":1496,""text"":""Wo befindet sich RSB Rental Scooter Barcelona?""}"
PRICES,de,"{""tag"":""h3"",""line"":1508,""text"":""Sind Helme und Zubehör inbegriffen?""}"
PRICES,de,"{""tag"":""h3"",""line"":1520,""text"":""Brauchen Touristen einen Führerschein zum Mieten?""}"
PRICES,de,"{""tag"":""h3"",""line"":1532,""text"":""Buchung und Kautionen""}"
PRICES,de,"{""tag"":""h3"",""line"":1544,""text"":""Welche Zahlungsmethoden akzeptiert ihr?""}"
PRICES,de,"{""tag"":""h3"",""line"":1558,""text"":""Öffnungszeiten und praktische Informationen""}"
PRICES,de,"{""tag"":""h2"",""line"":1575,""text"":""Was unsere Kunden sagen""}"
PRICES,de,"{""tag"":""h3"",""line"":1624,""text"":""Schnelllinks""}"
PRICES,de,"{""tag"":""h3"",""line"":1633,""text"":""Services""}"
PRICES,de,"{""tag"":""h3"",""line"":1637,""text"":""Kontakt""}"
PRICES,nl,"{""tag"":""h1"",""line"":1355,""text"":""Prijzen voor scooters, inline skates en fietsen in Barcelona""}"
PRICES,nl,"{""tag"":""h2"",""line"":1371,""text"":""Verhuurprijzen vanuit onze lokale winkel in Vila Olímpica, Barcelona""}"
PRICES,nl,"{""tag"":""h2"",""line"":1398,""text"":""Scooterverhuur in Vila Olímpica, Barcelona""}"
PRICES,nl,"{""tag"":""h3"",""line"":1400,""text"":""Scooterhuurprijzen""}"
PRICES,nl,"{""tag"":""h3"",""line"":1400,""text"":""Scooteraccessoires & extra’s""}"
PRICES,nl,"{""tag"":""h2"",""line"":1407,""text"":""Inline skates verhuur in Vila Olímpica, Barcelona""}"
PRICES,nl,"{""tag"":""h3"",""line"":1410,""text"":""Inline skates huurprijzen""}"
PRICES,nl,"{""tag"":""h3"",""line"":1410,""text"":""Inline skates accessoires & extra’s""}"
PRICES,nl,"{""tag"":""h2"",""line"":1418,""text"":""Fietsverhuur in Vila Olímpica, Barcelona""}"
PRICES,nl,"{""tag"":""h3"",""line"":1420,""text"":""Fietsverhuur prijzen""}"
PRICES,nl,"{""tag"":""h3"",""line"":1420,""text"":""Fietsaccessoires & extra’s""}"
PRICES,nl,"{""tag"":""h2"",""line"":1427,""text"":""Rolschaatsenverhuur in Vila Olímpica, Barcelona""}"
PRICES,nl,"{""tag"":""h3"",""line"":1429,""text"":""Rolschaatsen huurprijzen""}"
PRICES,nl,"{""tag"":""h3"",""line"":1429,""text"":""Rolschaatsen accessoires & extra’s""}"
PRICES,nl,"{""tag"":""h2"",""line"":1437,""text"":""Skateboard- en longboardverhuur in Vila Olímpica, Barcelona""}"
PRICES,nl,"{""tag"":""h3"",""line"":1439,""text"":""Skateboard- en longboard huurprijzen""}"
PRICES,nl,"{""tag"":""h3"",""line"":1439,""text"":""Skateboard- en longboard accessoires & extra’s""}"
PRICES,nl,"{""tag"":""h2"",""line"":1447,""text"":""Scooter-, fiets-, inline skates-, rolschaatsen-, skateboard- en longboardverhuur in Vila Olímpica, Barcelona""}"
PRICES,nl,"{""tag"":""h3"",""line"":1460,""text"":""Populaire verhuur in Barcelona""}"
PRICES,nl,"{""tag"":""h3"",""line"":1473,""text"":""Verhuurgidsen en lokale tips voor Barcelona""}"
PRICES,nl,"{""tag"":""h2"",""line"":1491,""text"":""Vragen voordat je huurt in Vila Olímpica, Barcelona?""}"
PRICES,nl,"{""tag"":""h3"",""line"":1496,""text"":""Kan ik direct via WhatsApp boeken?""}"
PRICES,nl,"{""tag"":""h3"",""line"":1508,""text"":""Waar bevindt RSB Rental Scooter Barcelona zich?""}"
PRICES,nl,"{""tag"":""h3"",""line"":1520,""text"":""Zijn helmen en accessoires inbegrepen?""}"
PRICES,nl,"{""tag"":""h3"",""line"":1532,""text"":""Hebben toeristen een rijbewijs nodig om te huren?""}"
PRICES,nl,"{""tag"":""h3"",""line"":1544,""text"":""Boekingen en borg""}"
PRICES,nl,"{""tag"":""h3"",""line"":1556,""text"":""Welke betaalmethoden accepteren jullie?""}"
PRICES,nl,"{""tag"":""h3"",""line"":1570,""text"":""Openingstijden en praktische informatie""}"
PRICES,nl,"{""tag"":""h2"",""line"":1587,""text"":""Wat onze klanten zeggen""}"
PRICES,nl,"{""tag"":""h3"",""line"":1636,""text"":""Snelle links""}"
PRICES,nl,"{""tag"":""h3"",""line"":1645,""text"":""Diensten""}"
PRICES,nl,"{""tag"":""h3"",""line"":1649,""text"":""Contact""}"
PRICES,pt,"{""tag"":""h1"",""line"":1361,""text"":""Preços de scooters, patins em linha e bicicletas em Barcelona""}"
PRICES,pt,"{""tag"":""h2"",""line"":1377,""text"":""Preços de aluguer da nossa loja local em Vila Olímpica, Barcelona""}"
PRICES,pt,"{""tag"":""h2"",""line"":1404,""text"":""Aluguer de scooter em Vila Olímpica, Barcelona""}"
PRICES,pt,"{""tag"":""h3"",""line"":1406,""text"":""Preços de aluguer de scooter""}"
PRICES,pt,"{""tag"":""h3"",""line"":1406,""text"":""Acessórios e extras do scooter""}"
PRICES,pt,"{""tag"":""h2"",""line"":1413,""text"":""Aluguer de patins em linha em Vila Olímpica, Barcelona""}"
PRICES,pt,"{""tag"":""h3"",""line"":1416,""text"":""Preços de aluguer de patins em linha""}"
PRICES,pt,"{""tag"":""h3"",""line"":1416,""text"":""Acessórios e extras dos patins em linha""}"
PRICES,pt,"{""tag"":""h2"",""line"":1424,""text"":""Aluguer de bicicletas em Vila Olímpica, Barcelona""}"
PRICES,pt,"{""tag"":""h3"",""line"":1426,""text"":""Preços de aluguer de bicicletas""}"
PRICES,pt,"{""tag"":""h3"",""line"":1426,""text"":""Acessórios e extras das bicicletas""}"
PRICES,pt,"{""tag"":""h2"",""line"":1433,""text"":""Aluguer de patins de 4 rodas em Vila Olímpica, Barcelona""}"
PRICES,pt,"{""tag"":""h3"",""line"":1435,""text"":""Preços de aluguer de patins de 4 rodas""}"
PRICES,pt,"{""tag"":""h3"",""line"":1435,""text"":""Acessórios e extras dos patins de 4 rodas""}"
PRICES,pt,"{""tag"":""h2"",""line"":1443,""text"":""Aluguer de skateboard e longboard em Vila Olímpica, Barcelona""}"
PRICES,pt,"{""tag"":""h3"",""line"":1445,""text"":""Preços de aluguer de skateboard e longboard""}"
PRICES,pt,"{""tag"":""h3"",""line"":1445,""text"":""Acessórios e extras de skateboard e longboard""}"
PRICES,pt,"{""tag"":""h2"",""line"":1453,""text"":""Aluguer de scooter, bicicletas, patins em linha, patins de 4 rodas, skateboard e longboard em Vila Olímpica, Barcelona""}"
PRICES,pt,"{""tag"":""h3"",""line"":1466,""text"":""Alugueres populares em Barcelona""}"
PRICES,pt,"{""tag"":""h3"",""line"":1479,""text"":""Guias de aluguer e dicas locais em Barcelona""}"
PRICES,pt,"{""tag"":""h2"",""line"":1497,""text"":""Perguntas antes de alugar em Vila Olímpica, Barcelona?""}"
PRICES,pt,"{""tag"":""h3"",""line"":1502,""text"":""Posso reservar diretamente por WhatsApp?""}"
PRICES,pt,"{""tag"":""h3"",""line"":1512,""text"":""Onde fica a RSB Rental Scooter Barcelona?""}"
PRICES,pt,"{""tag"":""h3"",""line"":1522,""text"":""Os alugueres incluem capacetes e acessórios?""}"
PRICES,pt,"{""tag"":""h3"",""line"":1532,""text"":""Os turistas precisam de carta para alugar?""}"
PRICES,pt,"{""tag"":""h3"",""line"":1542,""text"":""Reservas e depósitos""}"
PRICES,pt,"{""tag"":""h3"",""line"":1552,""text"":""Que métodos de pagamento aceitam?""}"
PRICES,pt,"{""tag"":""h3"",""line"":1564,""text"":""Horário de abertura e informação prática""}"
PRICES,pt,"{""tag"":""h2"",""line"":1581,""text"":""O que dizem os nossos clientes""}"
PRICES,pt,"{""tag"":""h3"",""line"":1630,""text"":""Ligações rápidas""}"
PRICES,pt,"{""tag"":""h3"",""line"":1641,""text"":""Serviços""}"
PRICES,pt,"{""tag"":""h3"",""line"":1645,""text"":""Contacto""}"
PRICES,ca,"{""tag"":""h1"",""line"":1350,""text"":""Preus de scooter, patins en línia i bicicletes a Barcelona""}"
PRICES,ca,"{""tag"":""h2"",""line"":1366,""text"":""Preus de lloguer des de la nostra botiga local de Vila Olímpica, Barcelona""}"
PRICES,ca,"{""tag"":""h2"",""line"":1393,""text"":""Lloguer de scooter a Vila Olímpica, Barcelona""}"
PRICES,ca,"{""tag"":""h3"",""line"":1395,""text"":""Preus de lloguer de scooter""}"
PRICES,ca,"{""tag"":""h3"",""line"":1395,""text"":""Accessoris i extres del scooter""}"
PRICES,ca,"{""tag"":""h2"",""line"":1402,""text"":""Lloguer de patins en línia a Vila Olímpica, Barcelona""}"
PRICES,ca,"{""tag"":""h3"",""line"":1405,""text"":""Preus de lloguer de patins en línia""}"
PRICES,ca,"{""tag"":""h3"",""line"":1405,""text"":""Accessoris i extres dels patins en línia""}"
PRICES,ca,"{""tag"":""h2"",""line"":1413,""text"":""Lloguer de bicicletes a Vila Olímpica, Barcelona""}"
PRICES,ca,"{""tag"":""h3"",""line"":1415,""text"":""Preus de lloguer de bicicletes""}"
PRICES,ca,"{""tag"":""h3"",""line"":1415,""text"":""Accessoris i extres de bicicletes""}"
PRICES,ca,"{""tag"":""h2"",""line"":1422,""text"":""Lloguer de patins de quatre rodes a Vila Olímpica, Barcelona""}"
PRICES,ca,"{""tag"":""h3"",""line"":1424,""text"":""Preus de lloguer de patins de quatre rodes""}"
PRICES,ca,"{""tag"":""h3"",""line"":1424,""text"":""Accessoris i extres dels patins de quatre rodes""}"
PRICES,ca,"{""tag"":""h2"",""line"":1432,""text"":""Lloguer de skateboard i longboard a Vila Olímpica, Barcelona""}"
PRICES,ca,"{""tag"":""h3"",""line"":1434,""text"":""Preus de lloguer de skateboard i longboard""}"
PRICES,ca,"{""tag"":""h3"",""line"":1434,""text"":""Accessoris i extres de skateboard i longboard""}"
PRICES,ca,"{""tag"":""h2"",""line"":1442,""text"":""Lloguer de scooter, bicicletes, patins en línia, patins de quatre rodes, skateboard i longboard a Vila Olímpica, Barcelona""}"
PRICES,ca,"{""tag"":""h3"",""line"":1455,""text"":""Lloguers populars a Barcelona""}"
PRICES,ca,"{""tag"":""h3"",""line"":1468,""text"":""Guies de lloguer i consells locals a Barcelona""}"
PRICES,ca,"{""tag"":""h2"",""line"":1486,""text"":""Preguntes abans de llogar a Vila Olímpica, Barcelona?""}"
PRICES,ca,"{""tag"":""h3"",""line"":1491,""text"":""Puc reservar directament per WhatsApp?""}"
PRICES,ca,"{""tag"":""h3"",""line"":1501,""text"":""On és RSB Rental Scooter Barcelona?""}"
PRICES,ca,"{""tag"":""h3"",""line"":1511,""text"":""Els lloguers inclouen cascos i accessoris?""}"
PRICES,ca,"{""tag"":""h3"",""line"":1521,""text"":""Els turistes necessiten carnet per llogar?""}"
PRICES,ca,"{""tag"":""h3"",""line"":1531,""text"":""Reserves i dipòsits""}"
PRICES,ca,"{""tag"":""h3"",""line"":1541,""text"":""Quins mètodes de pagament accepteu?""}"
PRICES,ca,"{""tag"":""h3"",""line"":1553,""text"":""Horari d’obertura i informació pràctica""}"
PRICES,ca,"{""tag"":""h2"",""line"":1570,""text"":""Què diuen els nostres clients""}"
PRICES,ca,"{""tag"":""h3"",""line"":1617,""text"":""Enllaços ràpids""}"
PRICES,ca,"{""tag"":""h3"",""line"":1628,""text"":""Serveis""}"
PRICES,ca,"{""tag"":""h3"",""line"":1632,""text"":""Contacte""}"
PRICES,sv,"{""tag"":""h1"",""line"":1357,""text"":""Priser för scootrar, inlines och cyklar i Barcelona""}"
PRICES,sv,"{""tag"":""h2"",""line"":1373,""text"":""Uthyrningspriser från vår lokala butik i Vila Olímpica, Barcelona""}"
PRICES,sv,"{""tag"":""h2"",""line"":1400,""text"":""Scooteruthyrning i Vila Olímpica, Barcelona""}"
PRICES,sv,"{""tag"":""h3"",""line"":1402,""text"":""Priser för scooteruthyrning""}"
PRICES,sv,"{""tag"":""h3"",""line"":1402,""text"":""Scootertillbehör och extra""}"
PRICES,sv,"{""tag"":""h2"",""line"":1409,""text"":""Uthyrning av inlines i Vila Olímpica, Barcelona""}"
PRICES,sv,"{""tag"":""h3"",""line"":1412,""text"":""Priser för uthyrning av inlines""}"
PRICES,sv,"{""tag"":""h3"",""line"":1412,""text"":""Tillbehör och extra för inlines""}"
