prioridad,punto,gravedad,pagina,idioma,ruta,elemento,actual,propuesta,estado,evidencia
1,U01,MEDIO,17_BLOG_LONGBOARD,it,PAGINAS/17_BLOG_LONGBOARD/it/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,17_BLOG_LONGBOARD,nl,PAGINAS/17_BLOG_LONGBOARD/nl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,17_BLOG_LONGBOARD,pl,PAGINAS/17_BLOG_LONGBOARD/pl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,17_BLOG_LONGBOARD,pt,PAGINAS/17_BLOG_LONGBOARD/pt/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,17_BLOG_LONGBOARD,sv,PAGINAS/17_BLOG_LONGBOARD/sv/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,ca,PAGINAS/18_BLOG_ROLLER_SKATES/cat/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,de,PAGINAS/18_BLOG_ROLLER_SKATES/de/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 97, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 248, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,en,PAGINAS/18_BLOG_ROLLER_SKATES/en/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,es,PAGINAS/18_BLOG_ROLLER_SKATES/es/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 107, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 258, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,fr,PAGINAS/18_BLOG_ROLLER_SKATES/fr/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 251, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,it,PAGINAS/18_BLOG_ROLLER_SKATES/it/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,nl,PAGINAS/18_BLOG_ROLLER_SKATES/nl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,pl,PAGINAS/18_BLOG_ROLLER_SKATES/pl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,pt,PAGINAS/18_BLOG_ROLLER_SKATES/pt/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,18_BLOG_ROLLER_SKATES,sv,PAGINAS/18_BLOG_ROLLER_SKATES/sv/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,ca,PAGINAS/19_BLOG_SCOOTER/cat/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,de,PAGINAS/19_BLOG_SCOOTER/de/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 97, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 248, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,en,PAGINAS/19_BLOG_SCOOTER/en/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 107, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 258, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,es,PAGINAS/19_BLOG_SCOOTER/es/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 107, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 258, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,fr,PAGINAS/19_BLOG_SCOOTER/fr/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 251, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,it,PAGINAS/19_BLOG_SCOOTER/it/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,nl,PAGINAS/19_BLOG_SCOOTER/nl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,pl,PAGINAS/19_BLOG_SCOOTER/pl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 107, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 258, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,pt,PAGINAS/19_BLOG_SCOOTER/pt/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,19_BLOG_SCOOTER,sv,PAGINAS/19_BLOG_SCOOTER/sv/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,ca,PAGINAS/20_BLOG_SKATEBOARD/cat/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,de,PAGINAS/20_BLOG_SKATEBOARD/de/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 97, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 248, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,en,PAGINAS/20_BLOG_SKATEBOARD/en/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,es,PAGINAS/20_BLOG_SKATEBOARD/es/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 107, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 258, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,fr,PAGINAS/20_BLOG_SKATEBOARD/fr/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 251, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,it,PAGINAS/20_BLOG_SKATEBOARD/it/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 99, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 250, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,nl,PAGINAS/20_BLOG_SKATEBOARD/nl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,pl,PAGINAS/20_BLOG_SKATEBOARD/pl/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 301, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,pt,PAGINAS/20_BLOG_SKATEBOARD/pt/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U01,MEDIO,20_BLOG_SKATEBOARD,sv,PAGINAS/20_BLOG_SKATEBOARD/sv/index.html,Organization.sameAs / LocalBusiness.sameAs,coordinate=41.390577%2C2.198362,coordinate=41.3906488%2C2.1984312,CORRECCIÓN DEFINIDA,"[{""line"": 110, ""code"": ""coordinate=41.390577%2C2.198362""}, {""line"": 261, ""code"": ""coordinate=41.390577%2C2.198362""}]"
1,U02,MEDIO,10_BLOG_HOME,pl,PAGINAS/10_BLOG_HOME/pl/index.html,Organization.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 71, ""json_block"": 1, ""json_path"": ""$.@graph[0].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,10_BLOG_HOME,pl,PAGINAS/10_BLOG_HOME/pl/index.html,WebSite.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 139, ""json_block"": 1, ""json_path"": ""$.@graph[1].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,12_BLOG_BEGINNER_INLINE_SKATING,pl,PAGINAS/12_BLOG_BEGINNER_INLINE_SKATING/pl/index.html,Organization.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 111, ""json_block"": 1, ""json_path"": ""$.@graph[0].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,12_BLOG_BEGINNER_INLINE_SKATING,pl,PAGINAS/12_BLOG_BEGINNER_INLINE_SKATING/pl/index.html,WebSite.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 179, ""json_block"": 1, ""json_path"": ""$.@graph[1].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,pl,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/pl/index.html,Organization.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""json_block"": 1, ""json_path"": ""$.@graph[0].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,13_BLOG_BEST_ROLLERBLADING_ROUTES,pl,PAGINAS/13_BLOG_BEST_ROLLERBLADING_ROUTES/pl/index.html,WebSite.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 168, ""json_block"": 1, ""json_path"": ""$.@graph[1].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,14_BLOG_BIKE,pl,PAGINAS/14_BLOG_BIKE/pl/index.html,Organization.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""json_block"": 1, ""json_path"": ""$.@graph[0].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,14_BLOG_BIKE,pl,PAGINAS/14_BLOG_BIKE/pl/index.html,WebSite.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 168, ""json_block"": 1, ""json_path"": ""$.@graph[1].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,16_BLOG_INLINE_SKATES,pl,PAGINAS/16_BLOG_INLINE_SKATES/pl/index.html,Organization.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""json_block"": 1, ""json_path"": ""$.@graph[0].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,16_BLOG_INLINE_SKATES,pl,PAGINAS/16_BLOG_INLINE_SKATES/pl/index.html,WebSite.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 168, ""json_block"": 1, ""json_path"": ""$.@graph[1].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,17_BLOG_LONGBOARD,pl,PAGINAS/17_BLOG_LONGBOARD/pl/index.html,Organization.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""json_block"": 1, ""json_path"": ""$.@graph[0].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,17_BLOG_LONGBOARD,pl,PAGINAS/17_BLOG_LONGBOARD/pl/index.html,WebSite.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 168, ""json_block"": 1, ""json_path"": ""$.@graph[1].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,18_BLOG_ROLLER_SKATES,pl,PAGINAS/18_BLOG_ROLLER_SKATES/pl/index.html,Organization.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""json_block"": 1, ""json_path"": ""$.@graph[0].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,18_BLOG_ROLLER_SKATES,pl,PAGINAS/18_BLOG_ROLLER_SKATES/pl/index.html,WebSite.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 168, ""json_block"": 1, ""json_path"": ""$.@graph[1].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,19_BLOG_SCOOTER,pl,PAGINAS/19_BLOG_SCOOTER/pl/index.html,Organization.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 97, ""json_block"": 1, ""json_path"": ""$.@graph[0].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,19_BLOG_SCOOTER,pl,PAGINAS/19_BLOG_SCOOTER/pl/index.html,WebSite.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 165, ""json_block"": 1, ""json_path"": ""$.@graph[1].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,20_BLOG_SKATEBOARD,pl,PAGINAS/20_BLOG_SKATEBOARD/pl/index.html,Organization.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 100, ""json_block"": 1, ""json_path"": ""$.@graph[0].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
1,U02,MEDIO,20_BLOG_SKATEBOARD,pl,PAGINAS/20_BLOG_SKATEBOARD/pl/index.html,WebSite.url,https://rentalscooterbarcelona.com/pl/,https://rentalscooterbarcelona.com/,CORRECCIÓN DEFINIDA,"[{""line"": 168, ""json_block"": 1, ""json_path"": ""$.@graph[1].url"", ""code"": ""\""https://rentalscooterbarcelona.com/pl/\""""}]"
2,U03,MEDIO,03_SCOOTER,ca,PAGINAS/03_SCOOTER/cat/index.html,WebPage https://rentalscooterbarcelona.com/cat/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 147, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 529, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,03_SCOOTER,de,PAGINAS/03_SCOOTER/de/index.html,WebPage https://rentalscooterbarcelona.com/de/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 187, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 576, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,03_SCOOTER,en,PAGINAS/03_SCOOTER/en/index.html,WebPage https://rentalscooterbarcelona.com/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 219, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 641, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,03_SCOOTER,es,PAGINAS/03_SCOOTER/es/index.html,WebPage https://rentalscooterbarcelona.com/es/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 216, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 635, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,03_SCOOTER,fr,PAGINAS/03_SCOOTER/fr/index.html,WebPage https://rentalscooterbarcelona.com/fr/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 148, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 530, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,03_SCOOTER,it,PAGINAS/03_SCOOTER/it/index.html,WebPage https://rentalscooterbarcelona.com/it/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 147, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 529, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,03_SCOOTER,nl,PAGINAS/03_SCOOTER/nl/index.html,WebPage https://rentalscooterbarcelona.com/nl/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 200, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 585, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,03_SCOOTER,pl,PAGINAS/03_SCOOTER/pl/index.html,WebPage https://rentalscooterbarcelona.com/pl/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 180, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 602, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,03_SCOOTER,pt,PAGINAS/03_SCOOTER/pt/index.html,WebPage https://rentalscooterbarcelona.com/pt/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 161, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 554, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,03_SCOOTER,sv,PAGINAS/03_SCOOTER/sv/index.html,WebPage https://rentalscooterbarcelona.com/sv/scooter/#webpage,2026-07-30 / 2026-08-24,"Una sola fecha de última modificación real, pendiente de fuente canónica.",FECHA REAL PENDIENTE,"[{""line"": 161, ""code"": ""\""dateModified\"": \""2026-07-30\"""", ""value"": ""2026-07-30""}, {""line"": 546, ""code"": ""\""dateModified\"": \""2026-08-24\"""", ""value"": ""2026-08-24""}]"
2,U03,MEDIO,04_BIKE,ca,PAGINAS/04_BIKE/cat/index.html,https://rentalscooterbarcelona.com/cat/bike/#webpage.dateModified,2026-07-30 / 2026-08-24,"Conservar una única fecha real de última modificación, pendiente de registro editorial. No elegir automáticamente la más reciente.",FECHA REAL PENDIENTE,"[{""line"": 136, ""code"": ""\""dateModified\"": \""2026-07-30\""""}, {""line"": 481, ""code"": ""\""dateModified\"": \""2026-08-24\""""}]"
2,U03,MEDIO,04_BIKE,de,PAGINAS/04_BIKE/de/index.html,https://rentalscooterbarcelona.com/de/bike/#webpage.dateModified,2026-07-30 / 2026-08-24,"Conservar una única fecha real de última modificación, pendiente de registro editorial. No elegir automáticamente la más reciente.",FECHA REAL PENDIENTE,"[{""line"": 137, ""code"": ""\""dateModified\"": \""2026-07-30\"",""}, {""line"": 489, ""code"": ""\""dateModified\"": \""2026-08-24\""""}]"
2,U03,MEDIO,04_BIKE,en,PAGINAS/04_BIKE/en/index.html,https://rentalscooterbarcelona.com/bike/#webpage.dateModified,2026-07-30 / 2026-08-24,"Conservar una única fecha real de última modificación, pendiente de registro editorial. No elegir automáticamente la más reciente.",FECHA REAL PENDIENTE,"[{""line"": 170, ""code"": ""\""dateModified\"": \""2026-07-30\"",""}, {""line"": 556, ""code"": ""\""dateModified\"": \""2026-08-24\""""}]"
