pagina,idioma,ruta,actual,decision,evidencia
15_BLOG_HOURLY_INLINE_SKATE_RENTAL,en,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/en/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 378, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 482, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
15_BLOG_HOURLY_INLINE_SKATE_RENTAL,es,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/es/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 372, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 474, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
15_BLOG_HOURLY_INLINE_SKATE_RENTAL,fr,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/fr/index.html,"[""2026-07-26"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 378, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-26\""""}, {""line"": 482, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
15_BLOG_HOURLY_INLINE_SKATE_RENTAL,it,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/it/index.html,"[""2026-07-26"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 379, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-26\""""}, {""line"": 483, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
15_BLOG_HOURLY_INLINE_SKATE_RENTAL,nl,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/nl/index.html,"[""2026-07-26"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 377, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-26\""""}, {""line"": 481, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
15_BLOG_HOURLY_INLINE_SKATE_RENTAL,pl,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/pl/index.html,"[""2026-07-26"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 379, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-26\""""}, {""line"": 483, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
15_BLOG_HOURLY_INLINE_SKATE_RENTAL,pt,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/pt/index.html,"[""2026-07-26"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 378, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-26\""""}, {""line"": 482, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
15_BLOG_HOURLY_INLINE_SKATE_RENTAL,sv,PAGINAS/15_BLOG_HOURLY_INLINE_SKATE_RENTAL/sv/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 378, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 482, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,ca,PAGINAS/16_BLOG_INLINE_SKATES/cat/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 465, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,de,PAGINAS/16_BLOG_INLINE_SKATES/de/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 351, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 464, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,en,PAGINAS/16_BLOG_INLINE_SKATES/en/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 367, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 489, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,es,PAGINAS/16_BLOG_INLINE_SKATES/es/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 361, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 485, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,fr,PAGINAS/16_BLOG_INLINE_SKATES/fr/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 354, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 468, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,it,PAGINAS/16_BLOG_INLINE_SKATES/it/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 465, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,nl,PAGINAS/16_BLOG_INLINE_SKATES/nl/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 479, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,pl,PAGINAS/16_BLOG_INLINE_SKATES/pl/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 367, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 489, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,pt,PAGINAS/16_BLOG_INLINE_SKATES/pt/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 479, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
16_BLOG_INLINE_SKATES,sv,PAGINAS/16_BLOG_INLINE_SKATES/sv/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 479, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,ca,PAGINAS/17_BLOG_LONGBOARD/cat/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 449, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,de,PAGINAS/17_BLOG_LONGBOARD/de/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 351, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 443, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,en,PAGINAS/17_BLOG_LONGBOARD/en/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 367, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 470, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,es,PAGINAS/17_BLOG_LONGBOARD/es/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 361, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 467, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,fr,PAGINAS/17_BLOG_LONGBOARD/fr/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 354, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 452, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,it,PAGINAS/17_BLOG_LONGBOARD/it/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 449, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,nl,PAGINAS/17_BLOG_LONGBOARD/nl/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,pl,PAGINAS/17_BLOG_LONGBOARD/pl/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 367, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 470, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,pt,PAGINAS/17_BLOG_LONGBOARD/pt/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
17_BLOG_LONGBOARD,sv,PAGINAS/17_BLOG_LONGBOARD/sv/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,ca,PAGINAS/18_BLOG_ROLLER_SKATES/cat/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 449, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,de,PAGINAS/18_BLOG_ROLLER_SKATES/de/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 351, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 443, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,en,PAGINAS/18_BLOG_ROLLER_SKATES/en/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 367, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 471, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,es,PAGINAS/18_BLOG_ROLLER_SKATES/es/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 361, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 468, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,fr,PAGINAS/18_BLOG_ROLLER_SKATES/fr/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 354, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 452, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,it,PAGINAS/18_BLOG_ROLLER_SKATES/it/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 449, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,nl,PAGINAS/18_BLOG_ROLLER_SKATES/nl/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,pl,PAGINAS/18_BLOG_ROLLER_SKATES/pl/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 367, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 471, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,pt,PAGINAS/18_BLOG_ROLLER_SKATES/pt/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
18_BLOG_ROLLER_SKATES,sv,PAGINAS/18_BLOG_ROLLER_SKATES/sv/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,ca,PAGINAS/19_BLOG_SCOOTER/cat/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 449, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,de,PAGINAS/19_BLOG_SCOOTER/de/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 351, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 444, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,en,PAGINAS/19_BLOG_SCOOTER/en/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 361, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 463, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,es,PAGINAS/19_BLOG_SCOOTER/es/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 361, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 463, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,fr,PAGINAS/19_BLOG_SCOOTER/fr/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 354, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 452, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,it,PAGINAS/19_BLOG_SCOOTER/it/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 449, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,nl,PAGINAS/19_BLOG_SCOOTER/nl/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,pl,PAGINAS/19_BLOG_SCOOTER/pl/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 361, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 463, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,pt,PAGINAS/19_BLOG_SCOOTER/pt/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
19_BLOG_SCOOTER,sv,PAGINAS/19_BLOG_SCOOTER/sv/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,ca,PAGINAS/20_BLOG_SKATEBOARD/cat/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 449, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,de,PAGINAS/20_BLOG_SKATEBOARD/de/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 351, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 443, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,en,PAGINAS/20_BLOG_SKATEBOARD/en/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 367, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 470, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,es,PAGINAS/20_BLOG_SKATEBOARD/es/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 361, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 467, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,fr,PAGINAS/20_BLOG_SKATEBOARD/fr/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 354, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 452, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,it,PAGINAS/20_BLOG_SKATEBOARD/it/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 353, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 449, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,nl,PAGINAS/20_BLOG_SKATEBOARD/nl/index.html,"[""2026-06-29"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-06-29\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,pl,PAGINAS/20_BLOG_SKATEBOARD/pl/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 367, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 470, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,pt,PAGINAS/20_BLOG_SKATEBOARD/pt/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
20_BLOG_SKATEBOARD,sv,PAGINAS/20_BLOG_SKATEBOARD/sv/index.html,"[""2026-07-27"", ""2026-08-24""]",Un valor real de última modificación; pendiente de fuente.,"[{""line"": 364, ""json_block"": 1, ""json_path"": ""$.@graph[4].dateModified"", ""code"": ""\""2026-07-27\""""}, {""line"": 458, ""json_block"": 2, ""json_path"": ""$.@graph[0].dateModified"", ""code"": ""\""2026-08-24\""""}]"
